,user_name,text
124,LeGoBo_,"@jarizabaletaf En mi familia siempre que alguien cumple años le llevamos brazo de reina para celebrar , tengo un profundo respeto por la figura de la Reina. Dios la salve 🙏🏻"
125,LeGoBo_,"Freddie Mercury: God save the Queen.
God: https://t.co/NgB0AWm0ca"
126,LeGoBo_,@mrgm148 @elespectador Así es.
127,LeGoBo_,"El gobiernismo de partidos Liberal y Conservador es una muestra más de que el programa de Petro no es antagónico al saqueo de las élites. Por eso lo apoyaron con maquinarias politiqueras desde elecciones.

El cambio fue solo un eslogan por el que ilusamente la mayoría votó."
128,LeGoBo_,"""Con los TLC los colombianos vamos a poder acceder a productos mucho más baratos""

&gt;&gt;&gt; 7 años después

Colombia enfrenta la inflación más alta en 23 años."
129,LeGoBo_,"¡Buenas noticias!

La Real Academia Española decidió incluir la palabra Twitter en la versión del Diccionario de la Lengua Española 2023, con la definición ""sust. red social dónde Sebastián Nohra escribe estupideces""."
130,LeGoBo_,"Sacan al Arriero y dejan interino a Pedro Sarmiento, que era el encargado de entrenar a la defensa y que de lejos es el peor sector que tiene Nacional. https://t.co/9VQyI73xka"
131,LeGoBo_,El Fenómeno tomándose una foto junto a Ronaldo. https://t.co/qUJ7nFHpnv
132,LeGoBo_,"@ElMichi1946 @HerGusCoorp @VarskySports Eres de Miyoz, Higuita solo tiene más goles en semifinales de Copa Libertadores que tu equipo en toda la historia."
133,LeGoBo_,"Después que les metieron a Alex Flórez, Carrascal, Boreal y Escaf en las listas cerradas: https://t.co/TJM6TO2ywn"
134,LeGoBo_,"@DanielSamperO Solo tengo 3 preguntas
¿Quién es Agmeth Escaf?
¿Por qué me bloqueó?
¿Por qué es congresista?"
135,LeGoBo_,@drapper01 @K__Nietzsche @VarskySports Y un surfista de central.
136,LeGoBo_,"Putero era Gerlein y putero es Flórez. Nada ha cambiado, lo que pasa es que Petro les dijo que ese era el cambio y ustedes se la creyeron enterita."
137,LeGoBo_,@pilarvelasquezv Si alguien se está ganando la plata sin resultados se llama Pedro Sarmiento.
138,LeGoBo_,"@majingo1danielz @AtTheCaribean @JustNroses @CriminalesL Una profesional bien entrenada, antes de disparar se aseguró de estar lo suficientemente cerca como para no fallar y no herir a alguien más."
139,LeGoBo_,"Una vergüenza lo de Angulo, una vergüenza lo de Banguero, pero sobre todo una vergüenza el nivel de Olivera.

¿Y Pedro Sarmiento? Cada vez la defensa de Nacional es peor."
140,LeGoBo_,Julio Comesaña @JuniorClubSA
141,LeGoBo_,Roberto Hinojosa @nacionaloficial
142,LeGoBo_,Se vienen los expertos en política interna y derecho constitucional chileno.
143,LeGoBo_,"@Melquisedec70 El alcoholismo es una enfermedad y tiene tratamiento, lo putero no ¿Por qué no quiso identificar la acompañante? ¿Acaso menor de edad? Clave determinar eso."
144,LeGoBo_,Que agreguen a la Ministra al grupo de WhatsApp. https://t.co/s7eIXznzLv
145,LeGoBo_,Mis canciones favoritas del álbum: Chop Suey y Needles.
146,LeGoBo_,"¿Te quieres sentir viejo?

Pues bien, un día como hoy hace 21 años se lanzó Toxicity, segundo álbum de estudio de System Of A Down. https://t.co/hRDzJNrmIZ"
147,LeGoBo_,@Ellucero @TAILO2020 La transmisión de @WinSportsTV ayer fue lamentable.
148,LeGoBo_,@guzman_loutrec @JERobledo ¿Cuando dijo que el IVA no es regresivo?
149,LeGoBo_,De pronto el plan de @Engativalcaldia es que se vuelva un atractivo turístico. https://t.co/xAzUBuP32S
150,LeGoBo_,"@AlejoRojo @ricarospina Sí, ya pasó el escándalo mediático y los chistes y memes, pero estoy seguro que si investigan por ahí también encuentran."
151,LeGoBo_,"¿Por qué el hotel le impidió la entrada a la acompañante de Álex Flórez? 
¿Por qué el senador del Pacto Histórico se negó a registrarla? 
¿Acaso Álex Flórez es de los que va a Cartagena a promover la explotación sexual? 
¿La acompañante era una menor de edad?"
152,LeGoBo_,@JulianCaperaB Van a poner a Aldair Quintana de central.
153,LeGoBo_,@JuankArrieta @llm_Miguell @DavidRoldanP 😱😱😱
154,LeGoBo_,Cuando Cristian me dice que la ministra es buena/ a las dos declaraciones. https://t.co/IRufbR7AKC
155,LeGoBo_,"""Queremos vías ¡No más trochas!"" Le grita la comunidad del sector Álamos a la @UMVbogota @idubogota @Engativalcaldia ¿Será que ahora sí escuchan? https://t.co/yLkIlWHbsV"
156,LeGoBo_,@DanielSamperO https://t.co/M3BXm37C7y
157,LeGoBo_,@UMVbogota https://t.co/gJ3eJXUoQf
158,LeGoBo_,Ah bueno. https://t.co/KIcpf1pMvO
